longitude,latitude,population,ocean_proximity,cluster
-117.25,32.94,673.0,NEAR OCEAN,3
-117.24,32.95,547.0,NEAR OCEAN,3
-117.24,32.94,792.0,NEAR OCEAN,3
-117.13,32.98,1158.0,<1H OCEAN,0
-117.13,32.97,1700.0,<1H OCEAN,0
-117.18,32.95,8980.0,<1H OCEAN,0
-117.14,32.96,2936.0,<1H OCEAN,0
-117.13,32.96,1180.0,<1H OCEAN,0
-117.24,32.98,2607.0,NEAR OCEAN,3
-117.21,32.96,2330.0,NEAR OCEAN,3
-117.22,32.95,7301.0,NEAR OCEAN,3
-117.22,32.83,1512.0,NEAR OCEAN,3
-117.22,32.83,1924.0,NEAR OCEAN,3
-117.22,32.83,553.0,NEAR OCEAN,3
-117.22,32.83,1164.0,NEAR OCEAN,3
-117.22,32.82,423.0,NEAR OCEAN,3
-117.2,32.84,1583.0,NEAR OCEAN,3
-117.2,32.84,989.0,NEAR OCEAN,3
-117.21,32.84,1046.0,NEAR OCEAN,3
-117.2,32.83,623.0,NEAR OCEAN,3
-117.21,32.83,806.0,NEAR OCEAN,3
-117.21,32.83,1334.0,NEAR OCEAN,3
-117.21,32.83,1340.0,NEAR OCEAN,3
-117.21,32.81,1954.0,NEAR OCEAN,3
-117.21,32.82,866.0,NEAR OCEAN,3
-117.21,32.81,495.0,NEAR OCEAN,3
-117.22,32.82,1476.0,NEAR OCEAN,3
-117.22,32.81,335.0,NEAR OCEAN,3
-117.2,32.83,792.0,NEAR OCEAN,3
-117.2,32.82,643.0,NEAR OCEAN,3
-117.2,32.82,1392.0,NEAR OCEAN,3
-117.19,32.82,1619.0,NEAR OCEAN,3
-117.19,32.82,442.0,NEAR OCEAN,3
-117.19,32.82,945.0,NEAR OCEAN,3
-117.18,32.84,1476.0,NEAR OCEAN,3
-117.18,32.84,1272.0,NEAR OCEAN,3
-117.18,32.84,823.0,NEAR OCEAN,3
-117.19,32.84,1250.0,NEAR OCEAN,3
-117.19,32.84,1001.0,NEAR OCEAN,3
-117.18,32.83,1218.0,NEAR OCEAN,3
-117.19,32.83,1240.0,NEAR OCEAN,3
-117.19,32.83,1601.0,NEAR OCEAN,3
-117.17,32.83,1591.0,NEAR OCEAN,3
-117.17,32.82,911.0,NEAR OCEAN,3
-117.17,32.82,1471.0,NEAR OCEAN,3
-117.18,32.83,1105.0,NEAR OCEAN,3
-117.18,32.83,1090.0,NEAR OCEAN,3
-117.16,32.82,1098.0,NEAR OCEAN,3
-117.17,32.81,974.0,NEAR OCEAN,3
-117.17,32.81,346.0,NEAR OCEAN,3
-117.18,32.81,3784.0,NEAR OCEAN,3
-117.17,32.82,715.0,NEAR OCEAN,3
-117.16,32.81,2046.0,NEAR OCEAN,3
-117.16,32.81,532.0,NEAR OCEAN,3
-117.16,32.8,211.0,NEAR OCEAN,3
-117.16,32.8,1213.0,NEAR OCEAN,3
-117.16,32.81,1021.0,NEAR OCEAN,3
-117.17,32.81,1355.0,NEAR OCEAN,3
-117.14,32.83,896.0,NEAR OCEAN,3
-117.18,32.82,722.0,NEAR OCEAN,3
-117.18,32.81,1503.0,NEAR OCEAN,3
-117.19,32.81,2221.0,NEAR OCEAN,3
-117.18,32.8,1605.0,NEAR OCEAN,3
-117.18,32.8,1022.0,NEAR OCEAN,3
-117.18,32.79,2961.0,NEAR OCEAN,3
-117.17,32.79,3009.0,NEAR OCEAN,3
-117.17,32.79,946.0,NEAR OCEAN,3
-117.16,32.8,1308.0,NEAR OCEAN,3
-117.17,32.8,1822.0,NEAR OCEAN,3
-117.15,32.8,1211.0,NEAR OCEAN,3
-117.15,32.8,2284.0,NEAR OCEAN,3
-117.16,32.78,1697.0,NEAR OCEAN,3
-117.16,32.79,1569.0,NEAR OCEAN,3
-117.17,32.78,3102.0,NEAR OCEAN,3
-117.16,32.78,1594.0,NEAR OCEAN,3
-117.17,32.78,892.0,NEAR OCEAN,3
-117.17,32.77,695.0,NEAR OCEAN,3
-117.17,32.77,1547.0,NEAR OCEAN,3
-117.18,32.77,913.0,NEAR OCEAN,3
-117.18,32.76,1297.0,NEAR OCEAN,3
-117.18,32.76,327.0,NEAR OCEAN,3
-117.18,32.78,3122.0,NEAR OCEAN,3
-117.18,32.77,592.0,NEAR OCEAN,3
-117.21,32.81,1062.0,NEAR OCEAN,3
-117.2,32.8,2089.0,NEAR OCEAN,3
-117.2,32.79,746.0,NEAR OCEAN,3
-117.2,32.8,1084.0,NEAR OCEAN,3
-117.21,32.8,532.0,NEAR OCEAN,3
-117.19,32.8,1235.0,NEAR OCEAN,3
-117.2,32.8,1620.0,NEAR OCEAN,3
-117.19,32.79,665.0,NEAR OCEAN,3
-117.19,32.79,777.0,NEAR OCEAN,3
-117.2,32.79,1245.0,NEAR OCEAN,3
-117.2,32.79,654.0,NEAR OCEAN,3
-117.2,32.79,409.0,NEAR OCEAN,3
-117.19,32.78,1659.0,NEAR OCEAN,3
-117.2,32.78,1132.0,NEAR OCEAN,3
-117.19,32.77,3185.0,NEAR OCEAN,3
-117.19,32.77,1305.0,NEAR OCEAN,3
-117.19,32.77,248.0,NEAR OCEAN,3
-117.19,32.77,1645.0,NEAR OCEAN,3
-117.2,32.77,77.0,NEAR OCEAN,3
-117.2,32.77,936.0,NEAR OCEAN,3
-117.15,32.81,900.0,NEAR OCEAN,3
-117.15,32.8,1070.0,NEAR OCEAN,3
-117.14,32.8,1813.0,NEAR OCEAN,3
-117.14,32.8,1256.0,NEAR OCEAN,3
-117.14,32.8,710.0,NEAR OCEAN,3
-117.14,32.79,1568.0,NEAR OCEAN,3
-117.15,32.78,611.0,NEAR OCEAN,3
-117.14,32.79,422.0,NEAR OCEAN,3
-117.13,32.81,1349.0,NEAR OCEAN,3
-117.14,32.81,800.0,NEAR OCEAN,3
-117.13,32.8,784.0,NEAR OCEAN,3
-117.13,32.8,1263.0,NEAR OCEAN,3
-117.12,32.8,1392.0,NEAR OCEAN,3
-117.13,32.81,1202.0,NEAR OCEAN,3
-117.12,32.8,879.0,NEAR OCEAN,3
-117.13,32.8,1044.0,NEAR OCEAN,3
-117.13,32.79,723.0,NEAR OCEAN,3
-117.13,32.79,698.0,NEAR OCEAN,3
-117.12,32.78,1309.0,NEAR OCEAN,3
-117.15,32.77,847.0,NEAR OCEAN,3
-117.09,32.81,2710.0,NEAR OCEAN,3
-117.11,32.82,3174.0,NEAR OCEAN,3
-117.11,32.82,1341.0,NEAR OCEAN,3
-117.11,32.81,2303.0,NEAR OCEAN,3
-117.11,32.8,2791.0,NEAR OCEAN,3
-117.09,32.8,247.0,NEAR OCEAN,3
-117.11,32.84,2020.0,<1H OCEAN,0
-117.11,32.82,1771.0,NEAR OCEAN,3
-117.1,32.83,467.0,<1H OCEAN,0
-117.1,32.83,1820.0,<1H OCEAN,0
-117.09,32.83,2001.0,<1H OCEAN,0
-117.08,32.82,770.0,<1H OCEAN,0
-117.08,32.82,2190.0,<1H OCEAN,0
-117.08,32.83,4446.0,<1H OCEAN,0
-117.04,32.83,777.0,<1H OCEAN,0
-117.07,32.91,894.0,<1H OCEAN,0
-117.04,32.9,3146.0,<1H OCEAN,0
-117.08,32.8,1162.0,NEAR OCEAN,3
-117.09,32.79,999.0,NEAR OCEAN,3
-117.09,32.8,915.0,NEAR OCEAN,3
-117.08,32.8,635.0,NEAR OCEAN,3
-117.11,32.79,1129.0,NEAR OCEAN,3
-117.11,32.79,1006.0,NEAR OCEAN,3
-117.11,32.78,1170.0,NEAR OCEAN,3
-117.11,32.78,930.0,NEAR OCEAN,3
-117.09,32.79,683.0,NEAR OCEAN,3
-117.09,32.79,861.0,NEAR OCEAN,3
-117.09,32.79,872.0,NEAR OCEAN,3
-117.09,32.78,816.0,NEAR OCEAN,3
-117.07,32.8,1017.0,<1H OCEAN,0
-117.07,32.8,820.0,<1H OCEAN,0
-117.07,32.79,1711.0,NEAR OCEAN,3
-117.07,32.8,1094.0,<1H OCEAN,0
-117.07,32.81,778.0,<1H OCEAN,0
-117.06,32.81,1694.0,<1H OCEAN,0
-117.05,32.81,771.0,<1H OCEAN,0
-117.05,32.8,549.0,<1H OCEAN,0
-117.06,32.8,973.0,<1H OCEAN,0
-117.07,32.79,911.0,NEAR OCEAN,3
-117.07,32.78,1516.0,NEAR OCEAN,3
-117.08,32.78,984.0,NEAR OCEAN,3
-117.04,32.79,863.0,<1H OCEAN,0
-117.04,32.8,1067.0,<1H OCEAN,0
-117.05,32.8,574.0,<1H OCEAN,0
-117.05,32.8,865.0,<1H OCEAN,0
-117.05,32.8,1116.0,<1H OCEAN,0
-117.06,32.79,771.0,<1H OCEAN,0
-117.06,32.79,1246.0,<1H OCEAN,0
-117.06,32.78,942.0,NEAR OCEAN,3
-117.02,32.8,927.0,<1H OCEAN,0
-117.03,32.79,1469.0,<1H OCEAN,0
-117.03,32.8,1554.0,<1H OCEAN,0
-117.04,32.8,630.0,<1H OCEAN,0
-117.01,32.8,650.0,<1H OCEAN,0
-117.01,32.8,803.0,<1H OCEAN,0
-117.01,32.8,1198.0,<1H OCEAN,0
-117.01,32.79,1864.0,<1H OCEAN,0
-117.02,32.8,665.0,<1H OCEAN,0
-117.02,32.8,1129.0,<1H OCEAN,0
-117.01,32.81,1866.0,<1H OCEAN,0
-117.02,32.81,950.0,<1H OCEAN,0
-117.02,32.81,874.0,<1H OCEAN,0
-117.01,32.81,1620.0,<1H OCEAN,0
-117.02,32.81,1451.0,<1H OCEAN,0
-117.03,32.82,743.0,<1H OCEAN,0
-117.04,32.81,1381.0,<1H OCEAN,0
-117.05,32.82,1684.0,<1H OCEAN,0
-117.05,32.59,1326.0,NEAR OCEAN,3
-117.06,32.59,2814.0,NEAR OCEAN,3
-117.05,32.58,1551.0,NEAR OCEAN,3
-117.06,32.58,2213.0,NEAR OCEAN,3
-117.06,32.58,1761.0,NEAR OCEAN,3
-117.06,32.58,2098.0,NEAR OCEAN,3
-117.06,32.57,1609.0,NEAR OCEAN,3
-117.04,32.58,1883.0,NEAR OCEAN,3
-117.04,32.58,1497.0,NEAR OCEAN,3
-117.05,32.58,1392.0,NEAR OCEAN,3
-117.05,32.58,1558.0,NEAR OCEAN,3
-117.05,32.57,2412.0,NEAR OCEAN,3
-117.06,32.57,991.0,NEAR OCEAN,3
-117.06,32.57,1776.0,NEAR OCEAN,3
-117.05,32.57,2450.0,NEAR OCEAN,3
-117.05,32.56,1195.0,NEAR OCEAN,3
-117.05,32.56,811.0,NEAR OCEAN,3
-117.06,32.57,1429.0,NEAR OCEAN,3
-116.97,32.56,5176.0,NEAR OCEAN,3
-117.04,32.55,2511.0,NEAR OCEAN,3
-117.05,32.56,2049.0,NEAR OCEAN,3
-117.06,32.56,2768.0,NEAR OCEAN,3
-117.06,32.56,3148.0,NEAR OCEAN,3
-117.06,32.55,3284.0,NEAR OCEAN,3
-117.04,32.54,1187.0,NEAR OCEAN,3
-117.1,32.59,1621.0,NEAR OCEAN,3
-117.1,32.58,1318.0,NEAR OCEAN,3
-117.1,32.58,1585.0,NEAR OCEAN,3
-117.1,32.58,330.0,NEAR OCEAN,3
-117.1,32.58,759.0,NEAR OCEAN,3
-117.1,32.57,1221.0,NEAR OCEAN,3
-117.1,32.56,1502.0,NEAR OCEAN,3
-117.07,32.57,1911.0,NEAR OCEAN,3
-117.08,32.57,1943.0,NEAR OCEAN,3
-117.07,32.57,1224.0,NEAR OCEAN,3
-117.07,32.56,3293.0,NEAR OCEAN,3
-117.08,32.59,2441.0,NEAR OCEAN,3
-117.08,32.58,1002.0,NEAR OCEAN,3
-117.08,32.58,1420.0,NEAR OCEAN,3
-117.07,32.58,899.0,NEAR OCEAN,3
-117.09,32.58,1785.0,NEAR OCEAN,3
-117.08,32.57,4451.0,NEAR OCEAN,3
-117.09,32.57,1371.0,NEAR OCEAN,3
-117.09,32.57,1645.0,NEAR OCEAN,3
-117.09,32.57,357.0,NEAR OCEAN,3
-117.09,32.56,626.0,NEAR OCEAN,3
-117.09,32.55,4797.0,NEAR OCEAN,3
-117.12,32.58,1226.0,NEAR OCEAN,3
-117.12,32.57,983.0,NEAR OCEAN,3
-117.13,32.58,1427.0,NEAR OCEAN,3
-117.13,32.58,1142.0,NEAR OCEAN,3
-117.13,32.58,814.0,NEAR OCEAN,3
-117.12,32.56,1819.0,NEAR OCEAN,3
-117.11,32.58,1074.0,NEAR OCEAN,3
-117.11,32.57,1702.0,NEAR OCEAN,3
-117.12,32.57,930.0,NEAR OCEAN,3
-117.12,32.58,869.0,NEAR OCEAN,3
-117.11,32.58,2109.0,NEAR OCEAN,3
-117.1,32.58,1889.0,NEAR OCEAN,3
-117.1,32.57,3662.0,NEAR OCEAN,3
-117.11,32.59,1529.0,NEAR OCEAN,3
-117.11,32.58,870.0,NEAR OCEAN,3
-117.11,32.59,1538.0,NEAR OCEAN,3
-117.12,32.59,1825.0,NEAR OCEAN,3
-117.16,32.58,1076.0,NEAR OCEAN,3
-117.13,32.63,1900.0,NEAR OCEAN,3
-117.17,32.63,2745.0,NEAR OCEAN,3
-117.17,32.68,873.0,NEAR OCEAN,3
-117.18,32.68,556.0,NEAR OCEAN,3
-117.18,32.69,668.0,NEAR OCEAN,3
-117.18,32.69,1304.0,NEAR OCEAN,3
-117.18,32.69,1258.0,NEAR OCEAN,3
-117.17,32.69,767.0,NEAR OCEAN,3
-117.18,32.69,978.0,NEAR OCEAN,3
-117.17,32.69,1159.0,NEAR OCEAN,3
-117.17,32.69,1341.0,NEAR OCEAN,3
-117.17,32.7,1804.0,NEAR OCEAN,3
-117.18,32.7,1102.0,NEAR OCEAN,3
-117.18,32.7,761.0,NEAR OCEAN,3
-117.19,32.69,1042.0,NEAR OCEAN,3
-117.11,32.68,58.0,NEAR OCEAN,3
-117.11,32.67,445.0,NEAR OCEAN,3
-117.11,32.67,790.0,NEAR OCEAN,3
-117.11,32.67,248.0,NEAR OCEAN,3
-117.12,32.66,8.0,NEAR OCEAN,3
-117.11,32.67,217.0,NEAR OCEAN,3
-117.11,32.66,14.0,NEAR OCEAN,3
-117.09,32.67,983.0,NEAR OCEAN,3
-117.09,32.66,570.0,NEAR OCEAN,3
-117.09,32.66,1086.0,NEAR OCEAN,3
-117.1,32.66,1785.0,NEAR OCEAN,3
-117.1,32.67,2721.0,NEAR OCEAN,3
-117.1,32.67,1669.0,NEAR OCEAN,3
-117.09,32.68,1997.0,NEAR OCEAN,3
-117.09,32.67,1581.0,NEAR OCEAN,3
-117.1,32.67,1347.0,NEAR OCEAN,3
-117.1,32.68,837.0,NEAR OCEAN,3
-117.1,32.69,3675.0,NEAR OCEAN,3
-117.1,32.68,1920.0,NEAR OCEAN,3
-117.1,32.68,637.0,NEAR OCEAN,3
-117.1,32.68,1200.0,NEAR OCEAN,3
-117.1,32.68,1003.0,NEAR OCEAN,3
-117.1,32.68,900.0,NEAR OCEAN,3
-117.07,32.69,1091.0,NEAR OCEAN,3
-117.08,32.69,1938.0,NEAR OCEAN,3
-117.08,32.69,1001.0,NEAR OCEAN,3
-117.09,32.69,1031.0,NEAR OCEAN,3
-117.09,32.68,1650.0,NEAR OCEAN,3
-117.07,32.69,820.0,NEAR OCEAN,3
-117.08,32.68,2156.0,NEAR OCEAN,3
-117.08,32.68,3127.0,NEAR OCEAN,3
-117.09,32.68,2341.0,NEAR OCEAN,3
-117.07,32.67,2179.0,NEAR OCEAN,3
-117.08,32.67,2088.0,NEAR OCEAN,3
-117.09,32.66,423.0,NEAR OCEAN,3
-117.08,32.66,839.0,NEAR OCEAN,3
-117.07,32.67,1723.0,NEAR OCEAN,3
-117.07,32.65,2272.0,NEAR OCEAN,3
-117.07,32.64,2152.0,NEAR OCEAN,3
-117.08,32.64,548.0,NEAR OCEAN,3
-117.08,32.65,1487.0,NEAR OCEAN,3
-117.08,32.64,494.0,NEAR OCEAN,3
-117.08,32.64,947.0,NEAR OCEAN,3
-117.09,32.65,573.0,NEAR OCEAN,3
-117.09,32.65,2359.0,NEAR OCEAN,3
-117.08,32.65,1277.0,NEAR OCEAN,3
-117.09,32.64,1240.0,NEAR OCEAN,3
-117.09,32.64,2126.0,NEAR OCEAN,3
-117.1,32.64,1236.0,NEAR OCEAN,3
-117.09,32.64,1302.0,NEAR OCEAN,3
-117.09,32.64,1205.0,NEAR OCEAN,3
-117.09,32.63,1935.0,NEAR OCEAN,3
-117.11,32.64,1025.0,NEAR OCEAN,3
-117.11,32.62,1078.0,NEAR OCEAN,3
-117.09,32.62,867.0,NEAR OCEAN,3
-117.09,32.62,1344.0,NEAR OCEAN,3
-117.09,32.62,1153.0,NEAR OCEAN,3
-117.08,32.63,1607.0,NEAR OCEAN,3
-117.09,32.64,2002.0,NEAR OCEAN,3
-117.09,32.63,420.0,NEAR OCEAN,3
-117.07,32.64,745.0,NEAR OCEAN,3
-117.07,32.63,1026.0,NEAR OCEAN,3
-117.07,32.64,1593.0,NEAR OCEAN,3
-117.06,32.63,612.0,NEAR OCEAN,3
-117.06,32.62,408.0,NEAR OCEAN,3
-117.07,32.63,796.0,NEAR OCEAN,3
-117.07,32.63,1056.0,NEAR OCEAN,3
-117.08,32.63,1827.0,NEAR OCEAN,3
-117.08,32.63,1266.0,NEAR OCEAN,3
-117.08,32.62,1353.0,NEAR OCEAN,3
-117.08,32.62,818.0,NEAR OCEAN,3
-117.09,32.61,640.0,NEAR OCEAN,3
-117.09,32.61,1335.0,NEAR OCEAN,3
-117.08,32.62,3261.0,NEAR OCEAN,3
-117.08,32.61,1485.0,NEAR OCEAN,3
-117.07,32.62,2750.0,NEAR OCEAN,3
-117.06,32.61,2609.0,NEAR OCEAN,3
-117.07,32.61,3222.0,NEAR OCEAN,3
-117.07,32.6,1042.0,NEAR OCEAN,3
-117.07,32.59,1327.0,NEAR OCEAN,3
-117.08,32.59,220.0,NEAR OCEAN,3
-117.08,32.6,1334.0,NEAR OCEAN,3
-117.07,32.61,1000.0,NEAR OCEAN,3
-117.06,32.61,3123.0,NEAR OCEAN,3
-117.06,32.61,1267.0,NEAR OCEAN,3
-117.07,32.6,983.0,NEAR OCEAN,3
-117.06,32.6,434.0,NEAR OCEAN,3
-117.06,32.6,1095.0,NEAR OCEAN,3
-117.06,32.6,989.0,NEAR OCEAN,3
-117.05,32.63,2334.0,NEAR OCEAN,3
-117.05,32.62,2315.0,NEAR OCEAN,3
-117.04,32.62,2000.0,NEAR OCEAN,3
-117.05,32.61,2585.0,NEAR OCEAN,3
-117.05,32.61,3795.0,NEAR OCEAN,3
-117.05,32.61,1145.0,NEAR OCEAN,3
-117.04,32.6,5094.0,NEAR OCEAN,3
-117.04,32.6,3002.0,NEAR OCEAN,3
-117.05,32.59,3073.0,NEAR OCEAN,3
-117.04,32.63,1228.0,NEAR OCEAN,3
-117.04,32.62,1089.0,NEAR OCEAN,3
-117.03,32.61,778.0,NEAR OCEAN,3
-117.03,32.61,523.0,NEAR OCEAN,3
-117.03,32.6,742.0,NEAR OCEAN,3
-117.02,32.59,1102.0,NEAR OCEAN,3
-116.98,32.62,4771.0,NEAR OCEAN,3
-117.06,32.64,1883.0,NEAR OCEAN,3
-117.06,32.63,2096.0,NEAR OCEAN,3
-116.98,32.68,1217.0,NEAR OCEAN,3
-117.01,32.67,1125.0,NEAR OCEAN,3
-117.0,32.67,1002.0,NEAR OCEAN,3
-117.02,32.67,635.0,NEAR OCEAN,3
-117.01,32.66,4495.0,NEAR OCEAN,3
-117.02,32.66,376.0,NEAR OCEAN,3
-116.97,32.65,7985.0,NEAR OCEAN,3
-116.99,32.64,2046.0,NEAR OCEAN,3
-117.04,32.65,3159.0,NEAR OCEAN,3
-117.03,32.65,472.0,NEAR OCEAN,3
-117.0,32.64,1391.0,NEAR OCEAN,3
-117.01,32.63,3269.0,NEAR OCEAN,3
-117.04,32.64,1213.0,NEAR OCEAN,3
-117.02,32.64,157.0,NEAR OCEAN,3
-117.03,32.63,1165.0,NEAR OCEAN,3
-117.03,32.63,1466.0,NEAR OCEAN,3
-117.04,32.63,1166.0,NEAR OCEAN,3
-116.99,32.74,1410.0,<1H OCEAN,0
-116.98,32.74,1995.0,<1H OCEAN,0
-116.98,32.74,454.0,<1H OCEAN,0
-116.98,32.74,1754.0,<1H OCEAN,0
-116.98,32.72,1914.0,<1H OCEAN,0
-116.98,32.73,530.0,<1H OCEAN,0
-116.98,32.72,571.0,<1H OCEAN,0
-116.97,32.74,3597.0,<1H OCEAN,0
-116.95,32.74,1429.0,<1H OCEAN,0
-116.96,32.71,1129.0,<1H OCEAN,0
-116.95,32.73,960.0,<1H OCEAN,0
-116.97,32.76,838.0,<1H OCEAN,0
-116.98,32.75,1905.0,<1H OCEAN,0
-116.97,32.75,1720.0,<1H OCEAN,0
-116.98,32.75,802.0,<1H OCEAN,3
-116.97,32.76,1348.0,<1H OCEAN,0
-116.95,32.76,2074.0,<1H OCEAN,0
-116.94,32.75,6945.0,<1H OCEAN,0
-116.92,32.76,947.0,<1H OCEAN,0
-116.92,32.76,862.0,<1H OCEAN,0
-116.91,32.75,4372.0,<1H OCEAN,0
-117.0,32.76,805.0,<1H OCEAN,0
-116.99,32.76,1645.0,<1H OCEAN,0
-116.99,32.74,1952.0,<1H OCEAN,0
-117.0,32.74,1423.0,<1H OCEAN,0
-116.99,32.73,1103.0,<1H OCEAN,0
-117.01,32.75,2065.0,<1H OCEAN,0
-117.01,32.75,973.0,<1H OCEAN,0
-117.01,32.74,2098.0,<1H OCEAN,0
-117.01,32.73,1556.0,NEAR OCEAN,3
-117.0,32.73,3424.0,<1H OCEAN,0
-117.0,32.72,2352.0,NEAR OCEAN,3
-117.01,32.72,2104.0,NEAR OCEAN,3
-116.99,32.7,2629.0,NEAR OCEAN,3
-117.0,32.7,1456.0,NEAR OCEAN,3
-116.98,32.71,1277.0,<1H OCEAN,0
-116.99,32.71,2355.0,NEAR OCEAN,3
-117.0,32.71,1395.0,NEAR OCEAN,3
-117.01,32.71,1977.0,NEAR OCEAN,3
-116.99,32.72,334.0,<1H OCEAN,0
-116.99,32.72,1046.0,<1H OCEAN,0
-116.99,32.72,719.0,<1H OCEAN,0
-116.99,32.72,441.0,<1H OCEAN,0
-117.02,32.74,2012.0,NEAR OCEAN,3
-117.03,32.73,1169.0,NEAR OCEAN,3
-117.03,32.73,997.0,NEAR OCEAN,3
-117.03,32.74,404.0,NEAR OCEAN,3
-117.02,32.73,3280.0,NEAR OCEAN,3
-117.02,32.72,1142.0,NEAR OCEAN,3
-117.03,32.73,1557.0,NEAR OCEAN,3
-117.03,32.72,505.0,NEAR OCEAN,3
-117.03,32.72,1515.0,NEAR OCEAN,3
-117.04,32.72,3020.0,NEAR OCEAN,3
-117.04,32.73,1097.0,NEAR OCEAN,3
-117.04,32.73,1032.0,NEAR OCEAN,3
-117.05,32.72,1694.0,NEAR OCEAN,3
-117.05,32.73,1763.0,NEAR OCEAN,3
-117.03,32.74,991.0,NEAR OCEAN,3
-117.04,32.74,2288.0,NEAR OCEAN,3
-117.02,32.74,2000.0,NEAR OCEAN,3
-117.04,32.74,1727.0,NEAR OCEAN,3
-117.04,32.75,1070.0,NEAR OCEAN,3
-117.05,32.75,1437.0,NEAR OCEAN,3
-117.05,32.75,826.0,NEAR OCEAN,3
-117.03,32.77,918.0,<1H OCEAN,0
-117.02,32.76,543.0,<1H OCEAN,0
-117.02,32.76,976.0,<1H OCEAN,0
-117.02,32.75,1345.0,<1H OCEAN,0
-117.03,32.75,3898.0,NEAR OCEAN,3
-117.04,32.77,2199.0,<1H OCEAN,0
-117.04,32.76,1534.0,NEAR OCEAN,3
-117.05,32.76,2076.0,NEAR OCEAN,3
-117.04,32.76,1285.0,NEAR OCEAN,3
-117.04,32.77,3769.0,<1H OCEAN,0
-117.03,32.77,2572.0,<1H OCEAN,0
-117.05,32.78,529.0,<1H OCEAN,0
-117.03,32.78,2957.0,<1H OCEAN,0
-117.02,32.78,1726.0,<1H OCEAN,0
-117.03,32.79,1077.0,<1H OCEAN,0
-117.03,32.79,3331.0,<1H OCEAN,0
-117.0,32.77,776.0,<1H OCEAN,0
-117.01,32.76,1800.0,<1H OCEAN,0
-117.01,32.76,1464.0,<1H OCEAN,0
-117.01,32.77,1005.0,<1H OCEAN,0
-117.01,32.77,1592.0,<1H OCEAN,0
-117.01,32.77,496.0,<1H OCEAN,0
-117.01,32.79,1886.0,<1H OCEAN,0
-117.01,32.78,1532.0,<1H OCEAN,0
-117.02,32.78,1198.0,<1H OCEAN,0
-117.02,32.79,868.0,<1H OCEAN,0
-116.99,32.79,1003.0,<1H OCEAN,0
-116.99,32.79,1609.0,<1H OCEAN,0
-116.99,32.78,385.0,<1H OCEAN,0
-117.0,32.79,1595.0,<1H OCEAN,0
-116.99,32.77,828.0,<1H OCEAN,0
-116.98,32.77,1097.0,<1H OCEAN,0
-117.0,32.76,956.0,<1H OCEAN,0
-117.0,32.77,881.0,<1H OCEAN,0
-116.95,32.78,1147.0,<1H OCEAN,0
-116.96,32.78,1785.0,<1H OCEAN,0
-116.97,32.78,3941.0,<1H OCEAN,0
-116.92,32.78,2101.0,<1H OCEAN,0
-116.91,32.78,1580.0,<1H OCEAN,0
-116.92,32.77,1269.0,<1H OCEAN,0
-116.9,32.77,1421.0,<1H OCEAN,0
-116.95,32.78,1489.0,<1H OCEAN,0
-116.95,32.77,1201.0,<1H OCEAN,0
-116.94,32.78,6990.0,<1H OCEAN,0
-116.85,32.83,2191.0,<1H OCEAN,0
-116.88,32.81,1590.0,<1H OCEAN,0
-116.86,32.8,848.0,<1H OCEAN,0
-116.83,32.83,1513.0,<1H OCEAN,0
-116.83,32.81,1021.0,<1H OCEAN,0
-116.92,32.79,2123.0,<1H OCEAN,0
-116.93,32.79,3108.0,<1H OCEAN,0
-116.91,32.8,1081.0,<1H OCEAN,0
-116.9,32.79,1410.0,<1H OCEAN,0
-116.94,32.8,4868.0,<1H OCEAN,0
-116.93,32.79,1948.0,<1H OCEAN,4
-116.95,32.79,7178.0,<1H OCEAN,0
-116.96,32.8,2612.0,<1H OCEAN,0
-116.96,32.79,2341.0,<1H OCEAN,0
-116.96,32.79,691.0,<1H OCEAN,0
-116.96,32.8,1420.0,<1H OCEAN,0
-116.97,32.79,2971.0,<1H OCEAN,0
-116.96,32.79,3308.0,<1H OCEAN,0
-116.97,32.78,671.0,<1H OCEAN,0
-116.97,32.78,681.0,<1H OCEAN,0
-116.97,32.79,782.0,<1H OCEAN,0
-116.98,32.79,1611.0,<1H OCEAN,0
-116.98,32.8,2672.0,<1H OCEAN,0
-116.99,32.8,1513.0,<1H OCEAN,0
-117.0,32.8,768.0,<1H OCEAN,0
-117.0,32.8,912.0,<1H OCEAN,0
-116.99,32.81,1997.0,<1H OCEAN,0
-116.99,32.81,4439.0,<1H OCEAN,0
-116.97,32.83,101.0,<1H OCEAN,0
-116.97,32.81,844.0,<1H OCEAN,0
-116.97,32.8,2204.0,<1H OCEAN,0
-116.94,32.81,2766.0,<1H OCEAN,0
-116.94,32.8,1964.0,<1H OCEAN,0
-116.96,32.8,3045.0,<1H OCEAN,0
-116.96,32.8,1681.0,<1H OCEAN,0
-116.92,32.82,772.0,<1H OCEAN,0
-116.92,32.81,1510.0,<1H OCEAN,0
-116.93,32.82,1820.0,<1H OCEAN,0
-116.91,32.81,1952.0,<1H OCEAN,0
-116.92,32.8,857.0,<1H OCEAN,0
-116.92,32.81,836.0,<1H OCEAN,0
-116.93,32.8,1219.0,<1H OCEAN,4
-116.93,32.81,1573.0,<1H OCEAN,0
-116.95,32.82,2852.0,<1H OCEAN,0
-116.95,32.82,3112.0,<1H OCEAN,0
-116.95,32.81,698.0,<1H OCEAN,0
-116.96,32.81,1410.0,<1H OCEAN,0
-116.94,32.82,826.0,<1H OCEAN,0
-116.94,32.81,1686.0,<1H OCEAN,0
